Ad_ID,Campaign_Name,Clicks,Impressions,Impressions per conversion,Cost,Conversions,Cost per conversion,Leads,Conversion Rate,Sale_Amount,Ad_Date,Location,Device,Keyword
A1676,Data Anlytics Corse,144,5026,1256.50,$231.82,4,$57.96,14,0.028,"$1,645",2024/11/10,Hyderbad,DESKTOP,data analytics course
A1677,Data Analytics Corse,179,5091,848.50,$238.62,6,$39.77,10,0.034,"$1,259",24-11-2024,hyderabad,MOBILE,learn data analytics
A1678,Data Analytcis Course,,5622,702.75,$190.87,8,$23.86,14,,"$1,400",17-11-2024,Hyderbad,mobile,analytics for data
A1679,Data Anlytics Corse,116,4538,504.22,$221.74,9,$24.64,23,0.078,"$1,639",2024-11-24,Hyderbad,Desktop,data anaytics training
A1680,DataAnalyticsCourse,89,3509,389.89,$192.14,9,$21.35,27,0.101,"$1,564",2024/11/12,hyderabad,mobile,online data analytic
A1681,DataAnalyticsCourse,96,3346,478.00,$248.48,7,$35.50,15,0.073,"$1,118",2024-11-28,Hyderbad,desktop,data analitics online
A1682,DataAnalyticsCourse,193,4706,588.25,$213.41,8,$26.68,24,0.046,"$1,058",2024/11/09,hyderabad,Desktop,data analytics course
A1683,Data Analytcis Course,122,3896,1298.67,$194.30,3,$64.77,23,0.025,"$1,355",21-11-2024,HYDERABAD,MOBILE,data analytics course
A1684,DataAnalyticsCourse,133,3332,476.00,$201.59,7,$28.80,14,,"$1,943",2024/11/15,hyderabad,TABLET,data analytics course
A1685,DataAnalyticsCourse,177,5738,819.71,$249.21,7,$35.60,11,0.04,"$1,435",16-11-2024,HYDERABAD,Mobile,data anaytics training
A1686,Data Analytics Corse,162,5346,1069.20,$223.12,5,$44.62,25,0.031,"$1,052",28-11-2024,Hyderbad,Desktop,data analytics course
A1687,DataAnalyticsCourse,182,5857,1464.25,$192.69,4,$48.17,15,0.048,"$1,384",2024/11/02,hyderabad,Desktop,data analytics course
A1688,Data Analytics Corse,154,4836,483.60,$233.80,10,$23.38,26,,"$1,838",2024/11/30,hydrebad,desktop,data analytics course
A1689,Data Analytics Corse,104,5291,529.10,$186.93,10,$18.69,19,0.096,"$1,805",2024-11-29,Hyderbad,tablet,data analytics course
A1690,Data Analytcis Course,101,4840,537.78,$230.68,9,$25.63,21,0.089,"$1,556",2024-11-22,hydrebad,Desktop,data anaytics training
A1691,Data Analytcis Course,173,4246,1415.33,$202.95,3,$67.65,27,0.017,"$1,276",2024-11-29,HYDERABAD,tablet,learn data analytics
A1692,Data Analytics Corse,186,5824,970.67,$224.48,6,$37.41,29,,"$1,882",2024/11/28,hyderabad,mobile,data analitics online
A1693,Data Analytcis Course,148,5952,1488.00,$186.32,4,$46.58,14,0.044,"$1,469",10-11-2024,hydrebad,MOBILE,data analytics course
A1694,Data Anlytics Corse,181,3691,369.10,$229.14,10,$22.91,25,,"$1,375",2024/11/06,Hyderbad,mobile,analytics for data
A1695,Data Analytcis Course,110,4350,483.33,$243.88,9,$27.10,16,,"$1,157",15-11-2024,Hyderbad,TABLET,online data analytic
A1696,Data Analytics Corse,151,5656,808.00,$191.95,7,$27.42,18,,"$1,813",02-11-2024,hydrebad,MOBILE,data analitics online
A1697,Data Analytcis Course,90,4566,507.33,$228.82,9,$25.42,29,0.051,"$1,697",2024-11-13,Hyderbad,Desktop,data anaytics training
A1698,Data Anlytics Corse,111,4245,530.63,$245.76,8,$30.72,22,0.072,,2024-11-07,Hyderbad,desktop,online data analytic
A1699,DataAnalyticsCourse,170,5053,561.44,$217.41,9,$24.16,16,0.031,"$1,497",17-11-2024,hyderabad,Mobile,data anaytics training
A1700,DataAnalyticsCourse,112,5093,727.57,$228.80,7,$32.69,23,0.062,"$1,188",17-11-2024,HYDERABAD,desktop,analytics for data
A1701,Data Anlytics Corse,188,5336,1778.67,$188.73,3,$62.91,17,0.016,"$1,601",2024-11-03,hyderabad,TABLET,online data analytic
A1702,Data Anlytics Corse,85,4963,827.17,$186.21,6,$31.04,14,,"$1,747",05-11-2024,hyderabad,Mobile,data analytics course
A1703,Data Analytcis Course,94,4544,568.00,$235.77,8,$29.47,23,,"$1,342",2024-11-05,HYDERABAD,tablet,online data analytic
A1704,Data Analytcis Course,177,4901,490.10,$217.54,10,$21.75,20,0.056,"$1,975",2024/11/13,hyderabad,Tablet,data analitics online
A1705,DataAnalyticsCourse,150,5275,1318.75,$192.70,4,$48.18,14,0.027,"$1,170",27-11-2024,hydrebad,Tablet,data analitics online
A1706,Data Analytcis Course,88,5225,870.83,$202.97,6,$33.83,22,0.068,"$1,128",13-11-2024,Hyderbad,tablet,online data analytic
A1707,Data Analytics Corse,128,4857,971.40,$212.61,5,$42.52,14,0.039,"$1,538",25-11-2024,Hyderbad,DESKTOP,data analitics online
A1708,Data Analytcis Course,163,5310,590.00,$242.76,9,$26.97,26,0.055,"$1,793",2024-11-12,hyderabad,mobile,learn data analytics
A1709,Data Anlytics Corse,147,5014,626.75,$193.08,8,$24.14,12,0.054,"$1,017",2024-11-11,HYDERABAD,tablet,online data analytic
A1710,Data Anlytics Corse,191,5855,1951.67,$196.54,3,$65.51,29,0.016,"$1,085",21-11-2024,Hyderbad,Desktop,data analytics course
A1711,DataAnalyticsCourse,,5916,986.00,$234.46,6,$39.08,17,0.044,"$1,982",2024-11-02,hydrebad,desktop,data analytics course
A1712,Data Analytcis Course,115,3952,988.00,$229.18,4,$57.30,25,0.035,"$1,440",20-11-2024,HYDERABAD,tablet,online data analytic
A1713,DataAnalyticsCourse,123,4208,701.33,$212.92,6,$35.49,29,0.049,"$1,184",2024/11/05,Hyderbad,Desktop,learn data analytics
A1714,DataAnalyticsCourse,121,5517,788.14,$222.14,7,$31.73,16,,"$1,682",2024/11/02,HYDERABAD,tablet,learn data analytics
A1715,Data Analytcis Course,126,5460,546.00,$210.83,10,$21.08,24,0.079,"$1,326",2024-11-14,hydrebad,TABLET,online data analytic
A1716,Data Analytics Corse,110,3159,315.90,$197.92,10,$19.79,26,0.091,"$1,608",2024-11-18,hydrebad,MOBILE,data analitics online
A1717,Data Analytics Corse,190,5545,792.14,$223.96,7,$31.99,13,0.037,"$1,344",2024/11/14,Hyderbad,tablet,analytics for data
A1718,Data Anlytics Corse,148,3668,366.80,$245.79,10,$24.58,15,0.068,"$1,718",2024/11/25,hyderabad,Desktop,data analytics course
A1719,Data Anlytics Corse,86,5663,566.30,$231.79,10,$23.18,19,0.116,"$1,547",17-11-2024,HYDERABAD,Mobile,data anaytics training
A1720,Data Analytics Corse,172,3123,#DIV/0!,$216.67,,#DIV/0!,15,,"$1,759",02-11-2024,hydrebad,desktop,online data analytic
A1721,DataAnalyticsCourse,143,5638,1409.50,$229.41,4,$57.35,23,0.058,"$1,398",2024/11/03,Hyderbad,Desktop,online data analytic
A1722,DataAnalyticsCourse,172,4436,633.71,$232.16,7,$33.17,21,0.041,"$1,050",2024/11/27,hyderabad,Mobile,learn data analytics
A1723,Data Analytcis Course,138,5555,694.38,$188.55,8,$23.57,14,0.058,"$1,593",24-11-2024,hydrebad,desktop,data anaytics training
A1724,Data Analytcis Course,132,4972,552.44,$248.45,9,$27.61,25,,"$1,126",2024/11/19,HYDERABAD,TABLET,data analitics online
A1725,Data Analytcis Course,174,3231,461.57,,7,0,10,0.04,"$1,128",2024/11/12,hyderabad,Mobile,data analytics course
A1726,Data Analytcis Course,154,3461,865.25,$235.36,4,$58.84,18,,"$1,212",18-11-2024,hydrebad,Tablet,data analitics online
A1727,Data Analytcis Course,126,3423,380.33,$236.21,9,$26.25,25,0.071,"$1,106",20-11-2024,HYDERABAD,tablet,data anaytics training
A1728,DataAnalyticsCourse,138,4025,575.00,$220.96,7,$31.57,21,0.051,"$1,416",2024-11-24,HYDERABAD,tablet,data analitics online
A1729,Data Analytcis Course,193,3800,422.22,$199.76,9,$22.20,27,0.047,"$1,393",2024-11-17,HYDERABAD,mobile,data analytics course
A1730,DataAnalyticsCourse,156,5293,882.17,$210.43,6,$35.07,26,0.038,"$1,449",28-11-2024,hydrebad,tablet,data analytics course
A1731,DataAnalyticsCourse,142,3565,713.00,$180.39,5,$36.08,26,0.035,"$1,147",2024-11-01,hydrebad,tablet,data anaytics training
A1732,Data Analytcis Course,92,4296,429.60,$239.12,10,$23.91,11,,"$1,169",2024/11/02,hyderabad,TABLET,data anaytics training
A1733,DataAnalyticsCourse,190,3567,509.57,$249.26,7,$35.61,,0.057,"$1,517",2024/11/26,Hyderbad,Desktop,data analitics online
A1734,Data Analytics Corse,134,4854,606.75,$198.93,8,$24.87,21,0.06,"$1,101",03-11-2024,hydrebad,DESKTOP,analytics for data
A1735,Data Anlytics Corse,144,,0.00,$186.47,8,$23.31,29,0.056,"$1,437",29-11-2024,hydrebad,Mobile,data analytics course
A1736,Data Analytics Corse,117,4630,578.75,$196.66,8,$24.58,15,,"$1,361",17-11-2024,hydrebad,desktop,online data analytic
A1737,Data Analytics Corse,160,3448,492.57,$210.38,7,$30.05,19,0.044,"$1,705",14-11-2024,Hyderbad,desktop,data analytics course
A1738,Data Analytics Corse,146,5297,662.13,$198.89,8,$24.86,30,0.055,"$2,000",2024-11-02,Hyderbad,desktop,data anaytics training
A1739,Data Analytcis Course,175,3818,381.80,$190.89,10,$19.09,30,0.039,"$1,088",2024/11/10,hydrebad,tablet,data analitics online
A1740,Data Analytcis Course,122,4791,1197.75,$223.16,4,$55.79,12,0.033,"$1,246",05-11-2024,Hyderbad,TABLET,learn data analytics
A1741,Data Analytcis Course,85,3713,742.60,$225.74,5,$45.15,23,0.047,"$1,867",24-11-2024,hydrebad,tablet,data analitics online
A1742,Data Anlytics Corse,167,3634,363.40,$202.75,10,$20.28,30,0.06,"$1,503",2024/11/23,Hyderbad,desktop,data anaytics training
A1743,Data Anlytics Corse,158,3025,336.11,$180.50,9,$20.06,24,,"$1,725",26-11-2024,hyderabad,TABLET,data anaytics training
A1744,Data Analytics Corse,176,5868,1467.00,$184.46,4,$46.12,,0.023,"$1,229",2024-11-20,HYDERABAD,desktop,data analytics course
A1745,Data Anlytics Corse,111,3050,435.71,$208.87,7,$29.84,10,0.063,"$1,774",2024-11-26,HYDERABAD,TABLET,analytics for data
A1746,Data Anlytics Corse,186,5301,589.00,,9,0,14,,"$1,230",2024-11-17,hydrebad,desktop,learn data analytics
A1747,DataAnalyticsCourse,177,3042,760.50,$239.64,4,$59.91,26,0.023,"$1,646",2024/11/20,HYDERABAD,MOBILE,data analytics course
A1748,Data Analytcis Course,150,5272,585.78,$239.06,9,$26.56,13,0.06,"$1,232",01-11-2024,HYDERABAD,Desktop,online data analytic
A1749,Data Analytics Corse,160,4279,427.90,$191.56,10,$19.16,22,0.039,"$1,234",12-11-2024,Hyderbad,Mobile,data analytics course
A1750,DataAnalyticsCourse,147,5659,1414.75,$188.07,4,$47.02,22,0.045,"$1,796",25-11-2024,HYDERABAD,MOBILE,analytics for data
A1751,DataAnalyticsCourse,198,4816,1204.00,$224.96,4,$56.24,21,0.042,"$1,601",05-11-2024,hydrebad,MOBILE,online data analytic
A1752,Data Anlytics Corse,145,3874,387.40,,10,0,10,0.069,"$1,153",2024-11-30,HYDERABAD,Mobile,data anaytics training
A1753,Data Analytics Corse,94,5221,1740.33,$225.23,3,$75.08,17,0.036,"$1,209",19-11-2024,Hyderbad,Tablet,learn data analytics
A1754,DataAnalyticsCourse,90,5859,1171.80,$187.29,5,$37.46,17,0.056,"$1,375",16-11-2024,Hyderbad,MOBILE,analytics for data
A1755,Data Anlytics Corse,182,5055,631.88,$232.64,8,$29.08,26,0.036,"$1,815",10-11-2024,HYDERABAD,mobile,data anaytics training
A1756,Data Anlytics Corse,,4373,874.60,$199.32,5,$39.86,16,,"$1,150",2024-11-02,Hyderbad,desktop,data anaytics training
A1757,DataAnalyticsCourse,,,0.00,$234.85,8,$29.36,11,,"$1,398",2024-11-04,hyderabad,Desktop,data anaytics training
A1758,Data Analytcis Course,103,3547,443.38,$232.35,8,$29.04,11,0.078,"$1,663",26-11-2024,Hyderbad,TABLET,learn data analytics
A1759,Data Analytics Corse,148,3128,347.56,$197.02,9,$21.89,27,0.061,"$1,214",2024/11/12,hyderabad,tablet,data anaytics training
A1760,Data Anlytics Corse,151,5201,520.10,$198.56,10,$19.86,15,0.066,"$1,716",2024/11/05,hydrebad,tablet,data anaytics training
A1761,Data Analytcis Course,148,5510,1377.50,$210.42,4,$52.61,27,0.048,"$1,352",2024-11-06,hydrebad,MOBILE,learn data analytics
A1762,Data Anlytics Corse,103,5628,703.50,$195.60,8,$24.45,24,0.034,"$1,065",2024-11-09,HYDERABAD,MOBILE,analytics for data
A1763,Data Analytcis Course,115,5445,777.86,$183.55,7,$26.22,21,0.059,"$1,721",2024-11-07,HYDERABAD,TABLET,data analytics course
A1764,Data Analytics Corse,160,5936,1484.00,$239.87,4,$59.97,29,,"$1,320",2024/11/24,hyderabad,mobile,analytics for data
A1765,DataAnalyticsCourse,166,5808,726.00,$194.79,8,$24.35,14,0.048,"$1,799",2024/11/14,HYDERABAD,TABLET,data anaytics training
A1766,Data Analytcis Course,187,3282,468.86,$234.91,7,$33.56,10,0.041,"$1,525",29-11-2024,Hyderbad,MOBILE,online data analytic
A1767,DataAnalyticsCourse,172,3334,370.44,$243.12,9,$27.01,30,0.052,,2024-11-08,hydrebad,Mobile,online data analytic
A1768,DataAnalyticsCourse,172,5546,554.60,$241.81,10,$24.18,24,0.058,"$1,681",2024-11-03,hyderabad,Desktop,learn data analytics
A1769,Data Analytcis Course,187,5734,716.75,$187.44,8,$23.43,10,0.043,"$1,183",23-11-2024,HYDERABAD,tablet,analytics for data
A1770,Data Analytics Corse,196,4964,551.56,$249.47,9,$27.72,26,0.046,"$1,996",2024-11-19,HYDERABAD,Mobile,learn data analytics
A1771,Data Analytcis Course,131,4774,682.00,$240.53,7,$34.36,24,0.053,,09-11-2024,Hyderbad,TABLET,data anaytics training
A1772,Data Analytics Corse,103,5244,749.14,$205.90,7,$29.41,22,0.032,"$1,954",2024-11-16,hyderabad,Mobile,analytics for data
A1773,Data Analytcis Course,114,3064,510.67,$196.01,6,$32.67,23,0.053,"$1,348",30-11-2024,hydrebad,mobile,learn data analytics
A1774,Data Anlytics Corse,116,3265,326.50,$199.21,10,$19.92,24,0.086,"$1,006",21-11-2024,Hyderbad,MOBILE,learn data analytics
A1775,Data Anlytics Corse,164,5351,594.56,$217.90,9,$24.21,10,0.055,"$1,431",2024/11/12,hydrebad,TABLET,online data analytic
A1776,Data Analytics Corse,160,5830,583.00,,10,0,15,0.062,"$1,270",26-11-2024,hyderabad,MOBILE,online data analytic
A1777,Data Anlytics Corse,112,4808,686.86,$221.57,7,$31.65,17,0.062,"$1,186",2024/11/25,hyderabad,Desktop,data analitics online
A1778,DataAnalyticsCourse,87,5506,1101.20,$188.77,5,$37.75,11,,"$1,774",2024-11-22,hydrebad,MOBILE,learn data analytics
A1779,Data Analytcis Course,,4798,479.80,$198.45,10,$19.85,20,,"$1,937",2024-11-14,Hyderbad,MOBILE,data anaytics training
A1780,Data Anlytics Corse,139,5763,1152.60,$214.49,5,$42.90,15,0.045,"$1,781",2024-11-01,Hyderbad,DESKTOP,data analitics online
A1781,Data Analytcis Course,193,3271,363.44,$187.76,9,$20.86,30,0.053,"$1,209",2024-11-13,HYDERABAD,Tablet,online data analytic
A1782,DataAnalyticsCourse,151,4402,1100.50,$248.65,4,$62.16,21,,"$1,722",19-11-2024,Hyderbad,desktop,data analitics online
A1783,Data Analytics Corse,90,4281,1070.25,$216.36,4,$54.09,24,,"$1,768",2024/11/04,hyderabad,Mobile,learn data analytics
A1784,DataAnalyticsCourse,169,4480,448.00,,10,0,11,0.059,"$1,769",2024/11/28,Hyderbad,TABLET,online data analytic
A1785,DataAnalyticsCourse,197,4373,485.89,$218.30,9,$24.26,18,0.059,"$1,988",2024-11-14,hydrebad,Desktop,learn data analytics
A1786,Data Analytics Corse,132,,0.00,$219.44,3,$73.15,17,0.055,"$1,949",2024/11/24,HYDERABAD,Desktop,learn data analytics
A1787,DataAnalyticsCourse,96,5503,917.17,$243.51,6,$40.59,11,0.062,"$1,687",2024-11-02,hydrebad,Desktop,data analitics online
A1788,DataAnalyticsCourse,160,4154,692.33,$230.16,6,$38.36,15,,"$1,667",2024/11/16,Hyderbad,MOBILE,online data analytic
A1789,Data Anlytics Corse,162,5161,737.29,$240.72,7,$34.39,16,,"$1,649",2024-11-15,hyderabad,TABLET,learn data analytics
A1790,Data Anlytics Corse,171,5517,1103.40,$233.86,5,$46.77,23,0.029,"$1,349",24-11-2024,hyderabad,tablet,data analytics course
A1791,Data Analytics Corse,110,4161,416.10,$204.28,10,$20.43,16,,"$1,447",2024-11-14,Hyderbad,mobile,data analitics online
A1792,Data Analytics Corse,103,5332,1777.33,$243.72,3,$81.24,16,0.029,"$1,882",2024-11-28,hyderabad,desktop,online data analytic
A1793,Data Analytcis Course,167,3620,452.50,$243.81,8,$30.48,24,0.053,"$1,001",2024/11/05,HYDERABAD,Desktop,data analytics course
A1794,DataAnalyticsCourse,132,4117,1372.33,$239.04,3,$79.68,28,0.023,"$1,761",2024-11-07,Hyderbad,mobile,analytics for data
A1795,Data Anlytics Corse,145,5400,1800.00,$219.89,3,$73.30,29,,"$1,152",20-11-2024,Hyderbad,TABLET,data analytics course
A1796,Data Analytcis Course,140,5220,652.50,$183.39,8,$22.92,25,0.057,"$1,918",11-11-2024,hydrebad,Desktop,learn data analytics
A1797,Data Anlytics Corse,122,,0.00,$217.66,10,$21.77,25,0.053,"$1,799",2024/11/26,Hyderbad,TABLET,data analitics online
A1798,Data Analytcis Course,87,4081,1020.25,$180.63,4,$45.16,20,0.046,"$1,665",2024/11/08,HYDERABAD,Tablet,data analitics online
A1799,DataAnalyticsCourse,141,4239,847.80,$199.82,5,$39.96,15,0.035,"$1,639",2024/11/27,Hyderbad,MOBILE,data anaytics training
A1800,DataAnalyticsCourse,157,3367,420.88,$248.90,8,$31.11,,0.051,"$1,470",30-11-2024,hydrebad,tablet,data anaytics training
A1801,Data Analytcis Course,95,5721,953.50,$208.53,6,$34.76,16,0.063,"$1,863",2024/11/05,HYDERABAD,Mobile,data analytics course
A1802,Data Analytics Corse,160,5166,738.00,$210.21,7,$30.03,20,0.044,"$1,850",2024/11/21,Hyderbad,Desktop,data analytics course
A1803,Data Anlytics Corse,133,5430,905.00,$217.34,6,$36.22,16,0.045,"$1,199",2024/11/14,HYDERABAD,MOBILE,data analitics online
A1804,Data Analytcis Course,154,3452,493.14,$215.61,7,$30.80,21,0.058,"$1,631",2024/11/02,hydrebad,mobile,analytics for data
A1805,Data Analytcis Course,188,,0.00,$220.11,4,$55.03,13,0.021,"$1,262",29-11-2024,hydrebad,TABLET,data analitics online
A1806,Data Anlytics Corse,186,5073,1268.25,$233.58,4,$58.40,15,,"$1,965",2024-11-04,Hyderbad,tablet,online data analytic
A1807,Data Analytcis Course,101,5757,639.67,$249.33,9,$27.70,25,0.035,"$1,129",2024/11/01,hyderabad,mobile,learn data analytics
A1808,DataAnalyticsCourse,150,3323,830.75,$227.55,4,$56.89,14,0.027,"$1,931",2024-11-18,Hyderbad,MOBILE,data analytics course
A1809,Data Anlytics Corse,127,5417,677.13,$229.06,8,$28.63,26,0.063,"$1,086",2024/11/21,hydrebad,TABLET,learn data analytics
A1810,Data Analytcis Course,117,5445,1089.00,$213.90,5,$42.78,10,0.043,"$1,804",19-11-2024,hyderabad,desktop,data analytics course
A1811,Data Anlytics Corse,152,5173,1034.60,$230.47,5,$46.09,15,0.036,"$1,779",2024/11/26,hydrebad,Desktop,learn data analytics
A1812,DataAnalyticsCourse,87,3643,520.43,$220.76,7,$31.54,27,,"$1,393",2024/11/03,hyderabad,desktop,data analitics online
A1813,Data Anlytics Corse,181,3863,551.86,$180.12,7,$25.73,17,0.035,"$1,892",2024-11-28,Hyderbad,DESKTOP,data analytics course
A1814,Data Analytics Corse,147,3661,915.25,$191.67,4,$47.92,17,0.027,,24-11-2024,Hyderbad,desktop,online data analytic
A1815,Data Analytcis Course,173,5463,1092.60,$232.38,5,$46.48,17,0.029,"$1,568",2024-11-26,hyderabad,Desktop,analytics for data
A1816,Data Analytics Corse,123,3459,864.75,$211.88,4,$52.97,21,0.033,"$1,223",24-11-2024,HYDERABAD,tablet,learn data analytics
A1817,Data Analytics Corse,162,3906,781.20,$237.24,5,$47.45,13,0.033,"$1,062",2024/11/10,hydrebad,desktop,data anaytics training
A1818,Data Analytcis Course,135,4645,#DIV/0!,$182.94,,#DIV/0!,12,,"$1,927",2024-11-30,hydrebad,Desktop,online data analytic
A1819,DataAnalyticsCourse,169,3317,1105.67,$232.35,3,$77.45,29,0.049,"$1,988",2024-11-24,hyderabad,Mobile,data anaytics training
A1820,Data Analytcis Course,120,3235,808.75,$220.67,4,$55.17,11,,"$1,890",2024-11-17,HYDERABAD,mobile,learn data analytics
A1821,Data Analytcis Course,,4823,964.60,$234.73,5,$46.95,30,,"$1,361",25-11-2024,hyderabad,Mobile,data anaytics training
A1822,Data Anlytics Corse,167,4403,1100.75,$189.36,4,$47.34,25,0.03,"$1,572",06-11-2024,hyderabad,desktop,learn data analytics
A1823,DataAnalyticsCourse,101,3530,706.00,$184.83,5,$36.97,22,,"$1,802",13-11-2024,hyderabad,Mobile,learn data analytics
A1824,Data Analytcis Course,129,4679,1559.67,$239.21,3,$79.74,19,0.023,"$1,215",2024/11/04,hydrebad,Mobile,data analitics online
A1825,DataAnalyticsCourse,153,5396,674.50,$233.79,8,$29.22,13,,"$1,571",01-11-2024,hydrebad,mobile,data anaytics training
A1826,Data Analytcis Course,,3976,994.00,$248.65,4,$62.16,16,,"$1,160",15-11-2024,hyderabad,Mobile,data anaytics training
A1827,Data Analytics Corse,108,5545,693.13,$209.82,8,$26.23,11,0.074,"$1,491",2024/11/08,HYDERABAD,Mobile,analytics for data
A1828,Data Anlytics Corse,85,4772,477.20,$211.62,10,$21.16,15,0.118,"$1,669",19-11-2024,Hyderbad,Mobile,learn data analytics
A1829,DataAnalyticsCourse,109,4941,549.00,$242.54,9,$26.95,18,0.083,"$1,278",2024-11-11,Hyderbad,desktop,data anaytics training
A1830,Data Analytics Corse,119,4369,1092.25,$216.29,4,$54.07,16,,,2024/11/22,Hyderbad,tablet,learn data analytics
A1831,Data Analytics Corse,143,5526,690.75,$185.94,8,$23.24,15,0.056,"$1,712",25-11-2024,hyderabad,desktop,analytics for data
A1832,Data Analytics Corse,161,5302,662.75,$184.29,8,$23.04,13,0.036,"$1,703",30-11-2024,HYDERABAD,tablet,learn data analytics
A1833,DataAnalyticsCourse,146,4424,1474.67,$196.88,3,$65.63,20,0.021,"$1,757",30-11-2024,HYDERABAD,TABLET,online data analytic
A1834,Data Analytcis Course,82,5971,746.38,$235.52,8,$29.44,14,0.098,"$1,568",06-11-2024,Hyderbad,MOBILE,learn data analytics
A1835,Data Analytcis Course,88,3733,466.63,$244.35,8,$30.54,12,0.091,"$1,622",2024-11-27,HYDERABAD,Mobile,online data analytic
A1836,Data Analytcis Course,127,4403,629.00,$244.30,7,$34.90,15,0.055,"$1,832",22-11-2024,hyderabad,Tablet,data analytics course
A1837,Data Analytics Corse,179,5118,853.00,$189.59,6,$31.60,15,0.034,"$1,892",2024/11/28,HYDERABAD,TABLET,data analytics course
A1838,Data Anlytics Corse,199,4407,489.67,$240.05,9,$26.67,21,0.045,"$1,054",13-11-2024,HYDERABAD,Desktop,data analitics online
A1839,DataAnalyticsCourse,191,3190,455.71,$211.10,7,$30.16,10,0.037,,22-11-2024,hydrebad,tablet,learn data analytics
A1840,Data Analytcis Course,99,4880,610.00,$245.13,8,$30.64,25,,"$1,236",2024/11/19,Hyderbad,TABLET,data analytics course
